age,hours.per.week,marital_grouped_num,occupation_grouped_num,relationship_grouped_num,race_num,sex_num,income_numeric,education_group
41,55,0,1,2,1,2,1,5
60,40,0,3,2,1,1,1,3
62,40,0,3,2,1,1,1,5
50,22,0,3,2,1,1,1,3
41,40,0,1,2,1,1,1,3
32,40,0,4,3,2,1,1,4
23,25,1,3,1,1,1,1,2
39,24,1,4,1,1,1,1,3
22,40,1,4,1,1,2,1,3
56,40,1,1,1,1,1,1,5
28,40,1,2,1,1,1,1,2
34,90,1,4,1,1,1,1,3
32,40,1,2,1,1,1,1,5
38,40,1,3,1,1,1,1,5
27,40,0,4,2,1,1,1,3
25,42,0,2,2,1,1,1,3
25,40,0,3,3,1,1,1,3
50,45,0,3,2,1,1,1,5
49,99,0,1,2,2,1,1,2
33,40,0,3,3,1,1,1,3
22,40,0,3,3,1,1,1,3
56,60,0,1,2,1,1,1,3
34,30,0,3,2,1,1,1,3
54,25,0,1,2,1,2,1,3
20,25,0,2,3,1,2,1,3
38,35,1,3,1,1,1,1,3
55,40,1,2,1,1,1,2,3
40,40,1,4,1,1,1,1,4
53,40,1,4,1,1,2,2,3
55,40,1,3,1,1,1,2,3
50,40,1,3,1,1,1,1,3
45,35,1,4,1,1,1,2,5
38,40,1,3,1,1,1,2,4
46,40,1,3,1,2,1,2,3
42,48,1,3,1,1,1,2,3
51,55,1,1,1,1,1,2,3
43,40,1,3,1,2,1,2,3
47,40,1,2,1,1,1,2,3
51,40,1,3,1,1,1,2,3
31,45,1,2,1,1,1,2,4
30,40,1,4,1,1,1,2,5
44,60,1,3,1,1,1,1,2
29,80,1,3,1,2,1,2,5
48,50,1,2,1,1,1,2,5
51,40,1,3,1,1,1,2,3
35,47,1,1,1,1,1,2,5
48,40,1,3,1,1,1,2,3
41,50,1,1,1,1,1,2,5
54,45,1,2,1,1,1,2,5
31,40,1,3,1,1,2,2,3
44,45,1,1,1,1,1,2,4
51,52,1,1,1,1,1,2,5
61,15,1,1,1,1,1,2,5
63,37,1,2,1,1,1,2,2
51,30,1,2,1,1,1,2,2
35,35,1,4,1,1,2,2,3
52,40,1,3,1,1,1,2,3
24,40,1,3,1,1,1,2,3
33,60,1,1,1,1,1,1,3
44,40,1,3,1,1,1,2,4
57,13,1,1,1,1,1,2,5
47,45,1,2,1,1,1,2,3
44,40,1,2,1,1,1,2,4
45,40,1,1,1,1,1,1,5
37,44,1,3,1,1,1,2,4
31,50,1,3,1,1,1,2,3
53,40,1,1,1,1,1,2,4
34,50,1,1,1,1,1,2,4
29,40,1,2,1,1,2,2,3
53,40,1,2,1,1,1,2,3
44,40,1,1,1,1,2,2,5
48,45,1,4,1,1,1,2,3
34,40,1,1,1,2,1,2,3
44,55,1,3,1,1,1,1,3
29,45,1,1,3,1,1,2,3
51,40,1,3,1,1,1,2,3
37,45,1,1,1,1,1,2,3
34,20,1,2,1,1,2,1,3
40,50,1,2,1,1,1,1,3
46,38,1,3,1,1,1,2,3
37,50,1,1,1,1,1,2,3
36,50,1,1,1,1,1,2,5
46,70,1,4,1,1,1,1,3
32,50,1,2,1,1,1,1,3
38,48,1,3,1,2,1,1,3
43,99,1,4,1,1,1,2,3
53,30,1,2,1,2,1,2,3
45,38,1,3,1,1,1,2,4
41,60,1,2,1,1,1,2,4
63,40,1,1,1,1,1,2,3
42,80,1,3,1,1,1,2,4
40,50,1,3,1,1,1,2,3
24,50,0,1,3,1,1,1,3
21,40,0,1,2,1,2,1,3
32,50,0,4,2,1,2,1,3
56,40,0,4,2,1,2,1,4
35,60,0,4,2,1,1,1,3
43,40,0,2,2,1,2,1,3
31,50,0,2,2,1,1,1,5
56,40,0,1,2,1,2,1,3
23,40,0,4,2,1,2,1,3
21,40,0,2,3,1,2,1,3
25,35,0,1,2,1,1,1,5
31,40,0,3,3,1,1,1,3
27,40,0,1,2,1,2,1,5
37,35,0,4,2,4,2,1,4
19,48,0,2,2,1,1,1,3
23,40,0,3,2,1,1,1,3
28,60,0,4,2,2,2,1,5
54,40,0,2,3,1,1,1,2
36,40,0,3,2,1,1,1,3
25,60,0,2,3,3,1,1,3
28,25,1,2,1,1,2,1,3
59,40,1,2,1,1,1,1,3
43,15,1,4,1,1,2,1,3
39,38,1,2,1,1,1,1,3
26,50,1,2,1,1,1,1,5
63,40,1,2,1,1,1,1,3
32,22,1,3,1,1,2,1,3
47,60,1,3,1,1,1,1,3
35,35,1,3,1,1,1,1,3
38,40,1,1,1,1,1,1,5
52,45,1,2,1,1,1,1,2
32,40,1,4,1,1,1,1,3
35,40,1,2,1,1,1,1,3
54,55,1,2,1,1,1,1,3
49,44,1,2,1,1,1,1,5
40,40,1,2,1,1,1,1,1
43,38,1,3,1,1,1,1,3
31,40,1,3,1,1,1,1,5
50,55,1,3,1,1,1,1,3
46,40,1,3,1,2,1,1,3
34,40,1,3,1,1,1,1,3
61,40,1,1,1,1,1,1,5
55,40,1,2,1,1,1,1,3
33,40,1,4,1,1,2,1,3
32,50,1,1,1,1,1,1,5
49,50,1,3,1,1,1,1,3
36,40,1,3,1,1,1,1,3
42,40,1,2,1,1,1,1,3
30,40,1,2,1,1,1,1,4
38,40,1,3,1,1,1,1,3
26,50,1,1,1,1,1,1,3
47,60,1,2,1,1,1,1,5
47,40,1,4,1,1,1,1,4
51,55,1,2,1,1,1,1,4
28,45,1,3,1,1,1,1,3
34,50,1,2,1,1,1,1,3
46,55,1,4,1,1,1,1,3
45,40,1,3,1,4,1,1,3
47,40,1,1,1,1,1,1,3
41,40,1,2,1,1,1,1,3
38,40,1,2,1,1,1,1,2
29,50,1,3,1,1,1,1,2
50,40,1,2,1,1,2,1,4
45,40,1,2,1,1,1,1,3
41,40,1,3,1,1,1,1,3
23,40,1,3,1,1,2,1,3
59,40,1,3,1,1,1,1,2
26,45,1,1,1,1,1,1,3
35,35,1,1,1,1,2,1,3
27,40,1,3,1,1,1,1,2
36,8,1,1,1,1,2,1,4
45,40,1,2,1,1,1,1,4
32,40,1,1,1,1,1,1,5
36,55,1,3,1,1,1,1,3
43,40,1,3,1,1,1,1,3
59,28,1,2,1,1,2,1,2
27,35,1,3,1,1,1,1,3
24,40,1,1,1,1,1,1,5
34,46,1,3,1,1,1,1,3
31,40,1,2,1,1,1,1,3
31,40,1,1,1,1,2,1,3
32,40,1,3,1,2,2,1,3
42,40,1,3,1,1,1,1,3
38,70,1,2,1,1,1,1,5
58,40,1,1,1,1,1,1,4
51,47,1,1,1,5,1,1,1
51,40,1,4,1,1,2,1,3
44,50,1,4,1,1,1,1,5
23,40,1,4,1,1,2,1,3
27,40,1,4,1,1,1,1,3
35,27,1,4,1,1,2,1,3
33,40,1,3,1,1,1,1,3
28,40,1,2,1,1,1,1,3
42,45,1,2,1,1,1,1,3
33,40,1,2,1,1,1,1,3
21,40,1,2,1,1,1,1,2
34,45,1,4,1,1,1,1,4
31,50,1,2,1,1,1,1,5
51,40,1,3,1,1,1,1,3
35,60,1,1,1,1,1,1,3
36,75,1,4,1,1,1,1,4
58,40,1,2,1,1,1,1,3
54,35,0,4,2,2,2,1,3
28,40,0,4,2,2,2,1,3
32,40,0,2,2,2,2,1,3
32,40,0,4,2,1,1,1,3
32,40,0,4,2,2,2,1,3
69,30,1,3,1,1,1,1,5
67,11,1,1,1,1,1,1,3
65,40,1,1,1,1,1,1,4
65,40,1,1,1,5,1,1,3
68,40,1,4,1,1,1,1,3
77,14,1,4,1,1,1,1,5
65,10,1,2,1,1,1,1,5
20,35,1,3,1,1,1,1,3
32,40,1,3,1,1,1,1,3
60,16,1,1,1,1,1,1,5
50,40,1,1,1,1,1,1,5
58,40,1,3,1,2,1,1,2
33,40,1,3,1,1,1,1,3
20,50,1,4,1,1,1,1,3
21,40,1,1,1,1,2,1,3
22,35,1,1,1,1,2,1,3
35,40,0,3,2,2,1,1,2
33,16,0,1,2,1,2,1,3
36,40,0,4,2,1,2,1,5
50,40,0,2,2,2,2,1,2
23,40,0,4,2,1,2,1,3
64,35,0,1,2,1,2,1,2
21,50,0,3,2,1,1,1,3
25,30,0,1,2,1,1,1,5
44,50,0,2,2,1,1,1,3
41,45,0,2,2,1,1,1,3
29,40,0,4,2,1,1,1,4
46,30,0,3,3,1,1,1,3
24,40,0,4,2,1,2,1,5
61,40,1,3,1,1,1,1,3
74,40,1,1,1,1,1,1,2
63,40,1,4,1,1,2,1,3
64,40,1,3,1,1,1,1,3
37,40,1,4,1,1,1,1,4
72,20,1,1,1,1,1,1,3
66,40,1,3,1,1,1,1,2
39,40,1,1,1,3,2,1,5
39,40,1,2,1,1,1,1,5
32,40,1,1,1,1,1,1,3
40,20,1,1,1,2,2,1,3
41,40,1,4,1,1,1,1,3
36,30,1,1,1,1,1,1,3
26,48,1,3,1,1,1,1,3
29,40,1,4,1,1,1,1,3
38,40,1,4,1,1,1,1,3
27,40,1,2,1,1,2,1,3
39,20,1,4,1,3,2,1,3
54,40,1,2,1,1,1,1,3
37,50,1,3,1,1,1,1,3
31,38,1,3,1,1,1,1,4
31,45,1,2,1,1,1,1,3
46,40,1,3,1,1,1,1,3
37,40,1,3,1,1,1,1,3
32,40,1,3,1,1,1,1,3
36,40,1,3,3,1,2,1,2
55,40,1,4,1,1,2,1,5
36,8,1,4,1,1,1,1,3
75,40,1,4,1,1,1,1,3
71,30,1,1,1,1,1,1,3
70,40,1,2,1,1,1,1,3
71,20,1,1,1,1,1,1,3
66,20,1,1,1,1,1,1,3
25,40,0,1,3,1,2,1,4
33,35,0,2,2,1,2,1,2
29,40,0,2,2,1,2,1,4
25,30,0,2,3,2,2,1,3
29,48,0,1,2,1,2,1,2
27,40,1,3,1,1,1,1,3
44,40,1,3,1,1,1,1,4
62,50,1,1,1,1,1,1,1
39,34,1,2,1,2,2,1,2
62,40,1,1,1,1,1,1,4
51,38,1,4,1,2,2,1,3
40,40,1,3,1,1,1,1,3
29,45,1,3,1,1,1,1,5
37,47,1,1,3,1,1,1,5
30,40,1,3,3,3,1,1,3
50,40,1,3,1,1,1,1,1
44,40,1,1,1,1,1,1,3
28,40,1,3,1,1,1,1,3
26,40,1,1,1,1,1,1,2
61,45,1,3,1,1,1,1,1
64,15,1,1,1,1,1,1,3
38,25,1,3,1,1,1,1,3
33,40,1,3,1,1,1,1,3
51,40,0,1,2,1,2,1,3
25,45,0,3,2,1,1,1,3
49,45,0,3,2,1,1,1,3
45,40,0,3,2,2,1,1,3
45,40,0,4,2,1,1,1,3
34,35,0,3,2,1,1,1,3
43,40,0,1,2,1,1,1,5
58,30,0,3,2,1,1,1,3
26,40,0,3,2,1,1,1,3
47,60,0,2,2,1,1,1,5
47,45,0,1,2,5,2,1,3
48,53,0,3,2,1,1,1,3
26,40,0,3,2,1,1,1,5
31,35,0,4,2,1,2,1,4
22,40,0,2,2,1,1,1,3
38,40,0,1,2,1,1,1,5
21,60,0,3,2,1,1,1,3
60,42,0,1,2,1,1,1,3
51,40,0,1,2,1,1,1,5
31,60,0,4,2,1,1,1,5
29,45,0,2,2,1,2,1,5
49,50,0,1,2,1,1,1,3
35,50,0,2,2,1,1,1,3
31,40,0,1,2,1,1,1,3
28,50,0,1,2,2,2,1,3
48,40,0,3,2,1,1,1,3
40,40,0,1,2,1,2,1,5
42,40,0,3,2,1,1,1,3
33,50,0,2,2,1,1,1,3
41,40,0,4,2,1,2,1,4
40,40,0,4,2,1,1,1,4
27,40,0,1,2,1,1,1,4
36,45,0,2,2,1,2,1,3
25,48,0,2,2,1,1,1,5
25,40,0,2,2,1,1,1,5
25,40,0,1,2,1,2,1,5
27,43,0,1,2,5,2,1,5
27,40,0,3,2,2,1,1,3
26,40,0,3,3,1,1,1,3
48,60,0,2,2,1,2,1,3
46,45,0,4,2,1,1,1,3
44,40,0,1,2,1,2,1,5
30,50,0,1,3,1,1,1,3
23,40,0,4,3,1,2,1,5
46,55,0,3,3,1,1,1,3
29,10,0,1,3,1,2,1,5
42,40,0,4,2,1,2,1,3
41,50,0,3,2,1,1,1,3
52,40,0,3,2,1,1,1,3
46,42,0,4,2,1,2,1,4
59,40,0,4,3,1,1,1,3
67,16,0,1,2,1,2,1,3
66,40,0,2,2,2,2,1,4
66,40,0,1,2,1,2,1,5
73,40,0,4,2,1,2,1,3
68,40,0,1,2,1,2,1,5
69,45,0,4,2,1,1,1,2
54,50,1,2,1,1,1,1,3
45,40,1,1,1,5,1,1,3
38,45,1,3,1,1,1,1,3
37,40,1,3,3,1,1,1,3
41,40,1,4,1,2,1,1,3
64,40,1,3,1,1,1,1,3
47,40,1,1,1,1,1,1,5
57,40,1,3,1,1,1,1,3
25,40,1,2,1,1,1,1,3
51,60,1,3,1,1,1,1,3
28,40,1,2,3,1,2,1,4
45,35,1,3,1,2,1,1,3
37,40,1,2,1,1,1,1,2
44,30,1,3,1,1,2,1,3
39,40,1,4,1,3,1,1,5
53,40,1,3,1,1,1,1,3
44,50,1,3,1,1,1,1,3
50,47,1,3,1,1,1,1,3
51,40,1,3,1,2,1,1,3
35,40,1,3,1,1,1,1,3
40,40,1,2,3,1,1,1,3
42,40,1,1,1,1,1,1,5
37,30,1,1,1,1,1,1,3
60,46,1,3,1,1,1,1,3
31,50,1,1,1,1,1,1,4
52,42,1,2,1,1,1,1,3
36,40,1,1,1,1,2,1,3
38,50,1,1,1,1,1,1,3
31,45,1,4,1,1,1,1,3
46,40,1,1,1,1,1,1,3
33,47,1,1,1,1,1,2,5
37,44,1,3,1,1,1,2,2
50,40,1,3,1,1,1,2,3
41,40,1,3,1,1,1,2,5
26,40,1,4,1,1,1,2,3
51,50,1,3,1,1,1,2,4
33,40,1,2,1,1,1,2,3
36,40,1,3,1,1,1,2,3
39,44,1,2,1,1,1,2,3
51,40,1,3,1,1,1,2,3
36,45,1,1,1,1,1,2,5
48,40,1,2,1,1,1,2,3
32,55,1,1,1,1,1,2,3
50,40,1,3,1,1,1,2,3
50,55,1,3,1,1,1,2,4
41,40,1,3,1,1,1,2,3
52,48,1,2,1,1,1,2,4
44,40,1,4,1,1,1,2,5
56,40,1,3,1,1,1,2,3
37,50,1,1,1,1,1,2,3
35,40,1,3,1,1,1,2,3
34,60,1,1,1,1,1,2,4
62,40,1,1,1,1,1,2,5
43,40,1,1,1,1,1,2,5
28,40,1,1,1,1,1,2,5
43,48,1,1,1,1,1,2,4
57,40,1,1,1,1,1,2,5
50,40,1,4,1,1,1,2,4
33,50,1,1,1,1,2,2,4
47,60,1,1,1,1,1,2,5
33,43,1,1,1,1,1,2,5
52,30,1,1,1,1,2,2,5
39,50,1,2,1,1,1,2,3
55,40,1,3,1,1,1,2,3
57,50,1,1,1,1,1,2,5
60,40,1,1,1,1,2,2,5
26,40,1,2,1,1,1,2,3
36,40,1,3,1,1,1,2,4
32,40,1,1,1,1,1,2,3
39,60,1,1,1,1,1,2,3
51,30,1,2,1,1,1,2,4
27,50,1,1,1,1,1,2,3
41,40,1,4,1,1,2,2,3
61,50,1,2,1,1,1,1,5
38,40,1,3,1,1,1,2,2
40,50,1,2,1,1,1,1,5
43,40,1,2,1,1,1,2,3
46,40,1,3,1,1,1,2,3
54,40,1,2,1,1,1,2,5
36,42,1,4,1,1,1,2,5
49,45,1,3,1,1,1,2,3
52,55,1,1,1,1,1,2,3
55,40,1,3,1,1,1,2,3
38,60,1,1,1,3,1,2,5
39,50,1,1,1,1,1,2,5
59,35,1,3,1,1,1,2,3
34,55,1,1,1,1,1,2,5
42,45,1,3,1,1,1,2,3
46,60,1,3,1,1,1,2,3
53,72,1,3,1,2,1,1,3
51,60,1,4,1,1,1,2,3
34,40,1,4,1,1,1,2,3
35,55,1,4,1,1,1,1,4
51,48,1,3,1,1,1,2,3
50,40,1,3,1,1,1,2,4
55,55,1,2,1,1,1,2,5
37,45,1,3,1,1,1,2,3
48,46,1,3,1,1,1,2,3
25,50,1,3,1,1,1,2,3
39,48,1,2,1,1,1,2,5
45,40,1,4,1,2,2,2,2
45,42,1,2,1,1,1,1,3
46,40,1,1,1,1,1,2,5
28,20,1,1,1,1,2,1,3
18,40,1,4,2,1,2,1,3
46,52,1,4,1,1,2,2,3
30,60,1,1,1,1,1,2,5
25,40,1,4,1,2,2,2,3
56,45,1,3,1,1,1,2,3
44,40,1,1,1,1,2,2,3
29,45,1,2,1,1,1,2,5
61,40,1,1,1,1,1,2,3
46,37,1,1,1,1,1,2,5
30,55,1,2,1,1,2,2,5
46,40,1,4,1,1,1,2,5
44,40,1,3,1,1,1,2,3
60,60,1,3,1,1,1,2,3
45,40,1,3,1,1,1,2,5
53,40,1,1,1,1,1,2,5
55,45,1,1,1,1,2,2,5
30,70,1,3,1,1,1,2,3
37,40,1,3,1,1,1,2,3
69,40,0,3,3,1,1,1,2
70,20,0,1,2,1,2,1,3
40,35,0,4,2,5,2,1,3
40,40,0,4,2,2,2,1,5
35,45,0,1,2,3,2,1,5
34,50,0,1,2,1,2,1,3
39,40,0,3,2,1,1,1,3
32,35,0,4,2,2,2,1,3
42,40,0,4,2,2,2,1,5
78,40,0,2,2,2,2,1,3
71,60,0,2,2,1,2,1,3
69,40,0,3,2,2,2,1,1
79,30,0,4,2,1,2,1,1
66,30,0,1,2,1,2,1,4
70,12,0,1,2,1,2,1,3
90,12,0,1,2,1,1,1,3
69,35,0,1,2,1,2,1,3
51,40,1,3,1,1,1,1,1
62,30,1,1,1,1,1,1,3
20,35,1,3,3,1,1,1,2
66,20,1,1,1,1,1,1,5
81,28,1,1,1,1,2,1,2
59,40,0,3,2,1,1,1,3
26,40,0,4,2,1,2,1,2
23,40,0,2,2,1,2,1,5
26,50,0,3,3,1,1,1,2
31,99,0,4,2,1,1,1,3
22,40,0,3,3,1,1,1,3
23,40,0,1,3,1,1,1,5
25,40,0,3,3,2,1,1,2
18,30,0,3,3,1,1,1,3
59,30,1,4,1,1,2,1,5
41,40,1,3,1,1,1,1,3
35,40,1,3,1,1,1,1,3
56,45,1,3,1,1,1,1,3
47,32,1,1,1,1,1,1,3
35,40,1,3,1,1,1,1,3
36,40,1,3,1,1,1,1,3
55,40,1,1,1,1,2,1,3
22,25,1,4,3,5,2,1,5
48,15,1,2,1,1,1,1,3
27,40,1,3,1,1,1,1,3
34,80,1,1,1,1,1,1,3
26,40,1,2,1,1,1,1,3
61,40,1,4,1,1,1,1,1
42,30,1,1,1,5,1,1,3
25,43,1,2,1,1,1,1,3
28,40,1,3,1,1,1,1,3
42,40,1,3,1,3,1,1,4
42,45,1,3,1,1,1,1,3
50,40,1,3,1,1,1,1,2
24,50,1,3,1,1,1,1,3
27,70,1,3,1,1,1,1,3
26,40,1,3,1,1,1,1,3
39,90,1,4,1,1,1,1,3
39,65,1,2,1,1,1,1,3
36,40,1,3,1,1,1,1,4
40,40,1,4,1,1,1,1,3
32,40,1,3,1,1,1,1,3
41,40,1,2,1,1,1,1,3
25,60,1,3,1,1,1,1,5
29,40,1,4,1,1,2,1,3
35,45,1,3,1,1,1,1,3
62,24,1,4,1,1,1,1,3
39,40,1,3,1,1,1,1,3
30,40,1,3,1,1,1,1,1
54,30,1,3,1,1,1,1,3
47,65,1,4,1,1,1,1,3
31,40,1,2,1,1,1,1,3
34,50,1,1,1,1,1,1,5
27,40,1,4,1,1,1,1,3
40,40,1,3,1,1,1,1,4
45,40,1,3,1,1,1,1,2
28,40,1,3,1,2,1,1,3
61,45,1,1,1,1,1,1,3
41,40,1,4,1,1,1,1,3
62,40,1,3,1,1,1,1,1
53,40,1,3,1,1,1,1,3
45,60,1,2,1,1,1,1,5
75,14,1,1,1,1,2,1,3
70,40,1,3,1,1,2,1,2
70,70,1,4,1,1,1,1,3
75,20,1,2,1,1,1,1,3
90,40,1,2,1,1,1,1,1
24,38,1,3,1,1,1,1,1
29,40,1,2,1,1,2,1,3
39,37,1,2,1,2,1,1,2
33,16,1,2,1,1,1,1,3
37,40,1,2,1,1,2,1,2
54,40,1,1,1,1,1,1,3
64,10,1,3,1,1,1,1,3
39,40,1,3,1,1,1,1,2
64,40,1,3,1,1,1,1,3
35,30,1,3,1,1,1,1,2
22,40,0,2,3,1,2,1,3
25,48,0,2,2,1,1,1,3
26,40,0,3,3,1,1,1,3
21,45,0,4,2,1,1,1,3
19,40,0,3,3,1,1,1,3
25,31,0,1,3,1,2,1,5
60,40,0,4,2,1,2,1,3
26,40,0,4,3,1,1,1,3
25,40,0,2,2,1,1,1,3
24,40,0,4,2,1,2,1,3
32,48,0,2,2,1,1,1,4
53,40,0,2,2,1,2,1,3
26,48,0,2,3,5,1,1,3
25,50,0,2,2,1,2,1,5
23,40,0,3,3,2,1,1,3
60,55,0,2,2,2,1,1,3
49,40,0,4,2,1,2,1,4
23,50,0,3,3,1,1,1,3
25,50,0,3,2,1,1,1,2
40,40,1,3,1,1,1,1,3
37,60,1,4,1,1,1,1,1
28,40,1,3,1,1,1,1,3
22,40,1,3,1,1,1,1,1
63,20,1,2,1,1,1,1,3
24,40,1,2,1,1,1,1,1
30,40,1,3,1,1,1,1,2
27,45,1,4,1,1,1,1,3
55,40,1,2,1,2,1,1,2
40,40,1,3,1,1,1,1,3
64,50,1,4,1,1,1,1,1
69,40,0,3,2,1,1,1,3
23,40,0,2,2,1,2,1,3
48,40,0,4,2,1,2,1,3
36,40,0,4,2,1,1,1,3
34,40,0,3,2,1,1,1,3
31,38,0,4,2,1,2,1,3
24,40,0,4,2,1,1,1,2
28,35,0,2,2,1,2,1,4
26,35,0,1,3,1,1,1,5
61,5,1,4,1,1,2,1,3
67,80,1,4,1,1,1,1,2
67,40,1,1,1,1,1,1,1
68,40,1,4,1,1,1,1,3
65,20,1,3,1,1,1,1,3
65,30,1,1,1,1,1,1,3
59,15,1,4,1,1,1,1,3
72,12,1,2,1,1,1,1,2
30,40,1,2,1,1,1,1,5
50,98,1,4,1,1,1,1,5
35,40,1,3,1,1,1,1,3
31,65,1,3,1,1,1,1,3
26,50,1,1,1,1,1,1,3
25,40,1,3,1,1,1,1,3
28,40,1,4,1,1,1,1,4
42,40,1,4,1,1,1,1,4
45,50,1,4,1,1,1,1,2
42,40,1,3,1,1,1,1,4
53,99,1,1,1,1,1,1,4
24,40,1,3,1,1,1,1,3
32,40,1,3,1,1,1,1,3
22,40,1,3,1,1,1,1,3
36,40,1,1,1,1,1,1,5
55,35,1,2,1,2,2,1,3
49,50,1,3,1,1,1,1,1
59,60,1,1,1,1,1,1,3
69,40,0,3,2,2,2,1,3
25,45,0,4,2,1,1,1,4
44,99,0,1,2,1,2,1,5
24,40,0,3,2,1,1,1,4
42,16,0,1,2,1,2,1,5
44,40,0,1,2,1,2,1,4
38,40,0,4,2,1,2,1,4
37,40,0,2,2,1,2,1,3
28,40,0,3,2,1,1,1,3
35,40,0,3,2,1,1,1,3
41,40,0,4,2,2,1,1,3
26,40,0,4,3,1,2,1,3
68,40,0,4,3,2,2,1,3
75,15,0,2,2,1,1,1,3
72,40,0,3,2,1,1,1,3
69,15,0,1,2,1,2,1,5
65,40,0,4,2,1,2,1,3
70,40,0,2,3,1,2,1,1
71,16,0,4,3,1,2,1,5
67,15,0,1,2,1,2,1,3
70,20,0,2,3,1,2,1,3
65,75,0,1,2,1,2,1,3
72,60,0,1,2,1,1,1,5
78,12,0,2,2,1,2,1,3
63,20,1,3,1,1,1,1,3
65,40,1,1,1,1,1,1,3
72,10,1,1,1,1,1,1,3
73,10,1,2,1,1,1,1,1
60,37,1,3,1,1,1,1,2
78,32,1,1,1,1,1,1,3
70,24,1,1,1,1,1,1,3
55,50,1,2,1,1,1,1,5
28,48,0,2,2,1,2,1,3
31,38,0,4,2,1,1,1,4
29,50,0,3,2,1,1,1,3
53,40,0,4,2,2,2,1,4
58,56,0,2,2,1,1,1,4
33,50,0,1,2,1,1,1,5
44,45,0,1,2,2,1,1,3
23,80,0,2,3,2,1,1,3
39,44,0,4,2,1,2,1,3
28,50,0,1,2,1,2,1,5
50,30,0,1,2,2,2,1,5
38,45,0,1,2,1,1,1,5
24,30,0,4,3,1,1,1,5
22,4,0,1,3,1,1,1,5
17,18,0,3,3,1,1,1,2
49,40,0,1,3,1,1,1,2
20,25,0,2,3,1,1,1,3
18,25,0,3,3,1,1,1,3
21,40,0,3,3,1,1,1,3
20,12,0,1,3,1,2,1,3
21,20,0,4,3,1,2,1,3
20,20,0,4,3,1,2,1,3
28,40,0,1,2,1,1,1,5
19,45,0,3,3,1,1,1,3
36,20,0,2,2,1,1,1,5
63,30,0,2,2,1,2,1,2
33,35,0,3,2,1,1,1,1
25,40,0,3,3,1,2,1,3
21,40,0,1,3,1,2,1,3
18,35,0,2,3,1,2,1,3
48,40,0,3,3,1,1,1,3
39,40,0,3,2,2,1,1,3
20,40,0,3,2,1,2,1,3
18,40,0,2,2,1,1,1,3
18,20,0,4,3,1,1,1,3
21,40,0,3,3,2,1,1,3
39,40,0,4,2,1,1,1,5
40,40,0,1,2,1,2,1,5
25,40,0,4,2,1,1,1,3
29,45,0,4,2,1,2,1,4
41,40,0,1,2,1,1,1,3
23,40,0,4,3,1,2,1,5
28,55,0,1,2,1,1,1,3
36,60,0,3,3,1,1,1,3
39,40,0,3,3,1,1,1,3
33,55,0,1,2,1,2,1,4
28,40,0,1,2,1,2,1,5
39,45,0,4,3,1,2,1,3
26,40,0,1,2,1,2,1,5
29,40,0,4,2,1,2,1,4
32,40,0,2,2,1,1,1,4
36,50,0,2,2,2,2,1,5
34,40,0,3,2,1,1,1,3
29,72,0,1,3,1,2,1,5
58,40,0,4,2,1,2,1,3
57,37,0,4,2,1,1,1,5
24,40,0,2,2,1,2,1,3
32,40,0,2,3,1,1,1,3
27,40,0,3,2,2,1,1,3
37,40,0,1,2,1,1,1,3
48,40,0,3,2,2,2,1,3
41,45,0,2,3,1,1,1,3
26,75,0,3,2,2,1,1,3
63,40,0,3,2,1,1,1,3
45,50,0,1,2,1,1,1,4
21,60,0,1,3,1,2,1,4
31,40,0,4,2,1,1,1,3
28,36,0,4,3,1,2,1,4
62,40,0,3,2,1,2,1,3
41,41,0,3,2,1,1,1,3
29,40,0,4,2,2,2,1,3
24,45,0,1,2,1,1,1,5
29,50,0,1,2,1,1,1,3
43,40,0,4,3,1,1,1,3
32,60,0,1,3,2,2,1,5
43,45,0,2,2,1,1,1,3
25,50,0,4,2,2,2,1,3
27,40,0,2,3,1,1,1,3
27,40,0,2,2,2,1,1,3
51,45,1,3,1,1,1,1,2
23,40,1,3,3,1,2,1,3
24,50,1,4,1,1,1,1,1
21,20,1,1,1,2,2,1,3
52,40,1,3,1,1,1,1,3
37,50,1,4,1,1,1,1,4
33,40,1,2,1,2,1,1,3
81,5,0,4,2,2,2,1,2
66,55,0,3,2,1,1,1,3
67,40,0,1,2,1,2,1,2
69,24,0,4,2,1,2,1,3
66,40,0,1,2,1,1,1,2
71,20,0,1,2,1,1,1,5
46,60,0,1,2,1,2,1,3
34,30,0,3,2,1,1,1,3
38,20,0,2,2,1,2,1,3
19,30,0,2,2,2,2,1,3
67,40,0,4,2,1,2,1,5
65,44,0,1,2,1,1,1,2
70,40,0,1,2,1,2,1,3
69,40,0,4,2,1,2,1,3
69,12,0,4,2,1,2,1,3
65,50,0,1,3,1,2,1,3
69,10,0,4,3,1,1,1,1
69,1,0,1,2,1,1,1,3
33,40,0,2,2,2,2,1,3
44,50,0,3,2,1,1,1,3
36,40,0,1,3,1,2,1,3
29,40,0,1,3,1,2,1,3
40,30,0,1,2,1,2,1,3
47,38,0,4,2,1,2,1,3
65,40,1,1,1,1,1,1,2
69,40,1,4,1,1,1,1,1
67,40,1,3,1,1,1,1,1
65,21,1,4,1,1,1,1,1
74,30,1,1,1,5,1,1,2
78,15,1,3,1,1,1,1,1
67,20,1,4,1,1,1,1,3
34,20,0,1,2,1,2,1,4
45,45,0,1,2,1,2,1,5
46,50,0,1,2,1,2,1,3
